region_name,bin,count,variable
Bangsamoro Autonomous Region in Muslim Mindanao,"(16044.0, 57018.691]",1522,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(57018.691, 97993.382]",5289,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(97993.382, 138968.073]",2533,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(138968.073, 179942.764]",768,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(179942.764, 220917.455]",250,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(220917.455, 261892.146]",73,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(261892.146, 302866.837]",21,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(302866.837, 343841.528]",6,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(343841.528, 384816.219]",1,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(384816.219, 425790.91]",1,food_total
Bangsamoro Autonomous Region in Muslim Mindanao,"(2640.0, 25517.7]",6767,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(25517.7, 48395.4]",2780,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(48395.4, 71273.1]",624,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(71273.1, 94150.8]",191,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(94150.8, 117028.5]",59,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(117028.5, 139906.2]",27,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(139906.2, 162783.9]",6,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(162783.9, 185661.6]",4,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(185661.6, 208539.30000000002]",2,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(208539.30000000002, 231417.0]",3,housing_and_water
Bangsamoro Autonomous Region in Muslim Mindanao,"(4963.5, 18763.728333333333]",4270,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(18763.728333333333, 32563.956666666665]",5146,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(32563.956666666665, 46364.185]",800,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(46364.185, 60164.41333333333]",157,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(60164.41333333333, 73964.64166666666]",59,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(73964.64166666666, 87764.87]",18,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(87764.87, 101565.09833333333]",8,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(101565.09833333333, 115365.32666666666]",3,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(115365.32666666666, 129165.555]",2,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(129165.555, 142965.78333333333]",1,monthly_col
Bangsamoro Autonomous Region in Muslim Mindanao,"(6410.833333333333, 44061.81666666667]",8826,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(44061.81666666667, 81712.8]",1368,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(81712.8, 119363.78333333334]",192,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(119363.78333333334, 157014.7666666667]",41,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(157014.7666666667, 194665.75000000003]",17,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(194665.75000000003, 232316.73333333337]",9,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(232316.73333333337, 269967.7166666667]",5,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(269967.7166666667, 307618.7]",3,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(307618.7, 345269.68333333335]",1,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(345269.68333333335, 382920.6666666667]",2,monthly_income
Bangsamoro Autonomous Region in Muslim Mindanao,"(0.0, 26048.0]",10167,transportation
Bangsamoro Autonomous Region in Muslim Mindanao,"(26048.0, 52096.0]",217,transportation
Bangsamoro Autonomous Region in Muslim Mindanao,"(52096.0, 78144.0]",42,transportation
Bangsamoro Autonomous Region in Muslim Mindanao,"(78144.0, 104192.0]",14,transportation
Bangsamoro Autonomous Region in Muslim Mindanao,"(104192.0, 130240.0]",5,transportation
Bangsamoro Autonomous Region in Muslim Mindanao,"(130240.0, 156288.0]",2,transportation
Bangsamoro Autonomous Region in Muslim Mindanao,"(156288.0, 182336.0]",2,transportation
Bangsamoro Autonomous Region in Muslim Mindanao,"(234432.0, 260480.0]",1,transportation
Cordillera Administrative Region,"(9605.0, 75379.4]",3181,food_total
Cordillera Administrative Region,"(75379.4, 141153.8]",4431,food_total
Cordillera Administrative Region,"(141153.8, 206928.19999999998]",1119,food_total
Cordillera Administrative Region,"(206928.19999999998, 272702.6]",227,food_total
Cordillera Administrative Region,"(272702.6, 338477.0]",43,food_total
Cordillera Administrative Region,"(338477.0, 404251.39999999997]",13,food_total
Cordillera Administrative Region,"(404251.39999999997, 470025.79999999993]",4,food_total
Cordillera Administrative Region,"(470025.79999999993, 535800.2]",3,food_total
Cordillera Administrative Region,"(601574.6, 667349.0]",2,food_total
Cordillera Administrative Region,"(5100.0, 99470.0]",8160,housing_and_water
Cordillera Administrative Region,"(99470.0, 193840.0]",752,housing_and_water
Cordillera Administrative Region,"(193840.0, 288210.0]",81,housing_and_water
Cordillera Administrative Region,"(288210.0, 382580.0]",18,housing_and_water
Cordillera Administrative Region,"(382580.0, 476950.0]",8,housing_and_water
Cordillera Administrative Region,"(476950.0, 571320.0]",1,housing_and_water
Cordillera Administrative Region,"(665690.0, 760060.0]",1,housing_and_water
Cordillera Administrative Region,"(760060.0, 854430.0]",1,housing_and_water
Cordillera Administrative Region,"(854430.0, 948800.0]",1,housing_and_water
Cordillera Administrative Region,"(4685.0, 33067.05]",5999,monthly_col
Cordillera Administrative Region,"(33067.05, 61449.1]",2520,monthly_col
Cordillera Administrative Region,"(61449.1, 89831.15]",391,monthly_col
Cordillera Administrative Region,"(89831.15, 118213.2]",68,monthly_col
Cordillera Administrative Region,"(118213.2, 146595.25]",27,monthly_col
Cordillera Administrative Region,"(146595.25, 174977.3]",14,monthly_col
Cordillera Administrative Region,"(231741.4, 260123.44999999998]",1,monthly_col
Cordillera Administrative Region,"(260123.44999999998, 288505.5]",3,monthly_col
Cordillera Administrative Region,"(5328.333333333333, 104764.53333333333]",8110,monthly_income
Cordillera Administrative Region,"(104764.53333333333, 204200.73333333334]",767,monthly_income
Cordillera Administrative Region,"(204200.73333333334, 303636.9333333333]",101,monthly_income
Cordillera Administrative Region,"(303636.9333333333, 403073.1333333333]",21,monthly_income
Cordillera Administrative Region,"(403073.1333333333, 502509.3333333333]",10,monthly_income
Cordillera Administrative Region,"(502509.3333333333, 601945.5333333333]",2,monthly_income
Cordillera Administrative Region,"(601945.5333333333, 701381.7333333334]",5,monthly_income
Cordillera Administrative Region,"(701381.7333333334, 800817.9333333333]",4,monthly_income
Cordillera Administrative Region,"(800817.9333333333, 900254.1333333333]",1,monthly_income
Cordillera Administrative Region,"(900254.1333333333, 999690.3333333334]",2,monthly_income
Cordillera Administrative Region,"(0.0, 51450.0]",8480,transportation
Cordillera Administrative Region,"(51450.0, 102900.0]",343,transportation
Cordillera Administrative Region,"(102900.0, 154350.0]",55,transportation
Cordillera Administrative Region,"(154350.0, 205800.0]",22,transportation
Cordillera Administrative Region,"(205800.0, 257250.0]",5,transportation
Cordillera Administrative Region,"(257250.0, 308700.0]",1,transportation
Cordillera Administrative Region,"(308700.0, 360150.0]",1,transportation
Cordillera Administrative Region,"(360150.0, 411600.0]",2,transportation
Cordillera Administrative Region,"(463050.0, 514500.0]",1,transportation
National Capital Region,"(17493.0, 84056.5]",3495,food_total
National Capital Region,"(84056.5, 150620.0]",9895,food_total
National Capital Region,"(150620.0, 217183.5]",4977,food_total
National Capital Region,"(217183.5, 283747.0]",1566,food_total
National Capital Region,"(283747.0, 350310.5]",502,food_total
National Capital Region,"(350310.5, 416874.0]",167,food_total
National Capital Region,"(416874.0, 483437.5]",61,food_total
